Age,ChurnStatus,LoginFrequency,TotalAmountSpent,NumTransactions,AvgTransactionAmount,TotalInteractions,UnresolvedInteractions,DaysSinceLastLogin,Gender_M,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Online Banking,ServiceUsage_Website,MostFreqCategory_Clothing,MostFreqCategory_Electronics,MostFreqCategory_Furniture,MostFreqCategory_Groceries
-0.8052019311,1,1.358680598,-0.9464742764,-0.7893531356,-0.7338660307,-1,-1.124713769,-0.8117233231,1,0,1,0,0,1,0,0,0,0,0,0
-1.133400322,0,-0.2784554956,1.293000432,1.132149142,0.3468728581,-1,0.4437805894,-0.8307991312,1,0,0,1,0,1,0,0,1,0,0,0
-1.067760643,0,1.145141108,0.598353869,0.3635482309,0.439961403,1,2.012274948,-1.069246732,0,0,0,1,0,0,1,0,0,1,0,0
-0.3457241845,0,0.5757024663,-0.5620641874,-0.7893531356,0.4481126906,1,0.4437805894,-0.5541999141,0,0,0,0,0,1,0,1,1,0,0,0
1.689105836,0,0.8604217869,-0.7621334389,-1.173653591,1.317527347,1,0.4437805894,-0.05822890415,1,0,0,0,0,0,0,1,0,0,0,0
-0.6082828968,0,-0.2072756654,-0.212937126,-0.0207522246,-0.3415285913,1,-1.124713769,-0.4015934495,1,0,0,0,1,0,1,0,0,0,0,0
1.689105836,0,1.572220089,-0.05311129686,-0.0207522246,-0.04667046771,,,1.725359151,0,1,0,0,0,0,0,0,0,0,0,1
-1.330319356,1,-0.1360958353,-0.7862658272,-1.173653591,1.206224456,-1,-1.124713769,0.4568179139,1,0,0,0,0,0,0,0,1,0,0,0
-0.6739225749,0,1.287500768,0.849981162,1.516449597,-0.494201368,1,0.4437805894,0.8955614996,1,0,0,1,0,0,1,0,1,0,0,0
1.426547124,0,-0.491994986,-0.6621329756,-0.7893531356,0.1404225916,-1,0.4437805894,0.4186662977,1,1,0,0,1,0,0,0,0,0,0,0
-1.658517746,0,-1.417332778,0.07811368926,0.3635482309,-0.3598521817,-1,-1.124713769,1.381994605,0,0,0,1,1,0,1,0,0,1,0,0
-0.4770035407,0,-1.630872269,2.157994463,1.516449597,1.299193953,-1,-1.124713769,-0.5065103939,0,1,0,0,0,1,1,0,1,0,0,0
0.6388709868,0,1.501040258,-0.5322881544,-0.7893531356,0.539667617,-1,-1.124713769,-1.374459661,0,1,0,0,1,0,1,0,0,0,0,1
-0.08316547214,0,0.006263825054,-0.09899836375,-0.0207522246,-0.1313262115,,,1.591828494,1,1,0,0,0,1,1,0,0,1,0,0
1.55782648,0,-0.4208151559,0.4290308655,0.7478486864,-0.2940506423,-1,-1.124713769,-0.9547918837,0,0,0,1,1,0,0,1,0,0,0,1
1.689105836,1,0.8604217869,-1.231444167,-1.173653591,-0.8470176676,-1,0.4437805894,0.01807432815,0,1,0,0,0,0,0,0,1,0,0,0
0.2450329183,0,-1.132613457,-1.002705748,-0.7893531356,-0.9067657655,,,-0.1059184243,1,0,0,1,0,1,0,0,0,0,0,0
-0.4113638626,0,-0.0649160051,1.297140927,0.7478486864,0.8499147474,1,0.4437805894,0.3995904896,1,0,1,0,1,0,0,0,1,0,0,0
-0.4113638626,0,0.6468822965,-0.7878782971,-0.7893531356,-0.2462173499,-1,0.4437805894,-1.240929005,0,0,0,1,1,0,0,0,0,0,0,1
-0.739562253,0,1.643399919,-1.317260361,-1.557954047,0.6505923557,-1,0.4437805894,-0.5541999141,0,0,0,1,1,0,1,0,0,0,0,1
0.9014296992,1,-0.1360958353,-1.543757721,-1.557954047,-1.438700308,,,-0.2394490809,0,1,0,0,0,0,1,0,0,1,0,0
0.4419519526,0,-0.3496353257,0.2760102059,0.7478486864,-0.4956959708,,,0.742955035,0,1,0,0,0,1,0,1,0,0,1,0
-1.592878068,0,0.5757024663,0.4549123737,0.7478486864,-0.2599448866,,,0.227908217,1,0,0,0,0,1,0,1,0,0,0,0
-1.067760643,0,-0.5631748162,-0.8512019028,-0.7893531356,-0.4409238799,,,1.305691373,0,0,1,0,0,1,1,0,0,0,0,0
0.4419519526,0,-0.491994986,0.3419438264,-0.4050526801,1.636751098,1,2.012274948,-0.08684261626,0,0,1,0,1,0,1,0,0,0,0,1
0.3763122745,1,-1.630872269,-0.9764006244,-0.7893531356,-0.8258831435,,,-1.116936252,1,0,0,0,0,1,0,0,0,0,0,0
-1.002120965,0,-1.417332778,-1.179476176,-1.557954047,1.92156297,,,1.334305085,1,0,0,1,0,1,0,0,0,0,0,1
-0.1488051502,0,-0.4208151559,-0.01236226962,0.7478486864,-0.8757032372,,,-0.8403370352,0,0,0,1,1,0,0,0,0,0,0,1
0.6388709868,0,-0.2784554956,-1.097540841,-1.173653591,-0.2294315798,1,-1.124713769,1.591828494,0,1,0,0,1,0,1,0,0,0,0,0
-0.9364812873,0,0.5045226362,-0.184527593,-0.0207522246,-0.2891166523,,,-0.4111313535,0,0,1,0,1,0,0,1,1,0,0,0
1.623466158,0,-0.8478941368,0.244703693,-0.0207522246,0.5027599312,,,-0.4302071616,0,1,0,0,1,0,0,0,0,0,0,0
0.1793932402,0,1.287500768,-0.9109589438,-0.7893531356,-0.6246639868,-1,0.4437805894,-0.1345321364,0,0,0,0,0,0,1,0,0,0,0,0
0.5732313087,0,-1.203793288,1.300133562,0.3635482309,1.518872555,1,2.012274948,0.7620308431,1,0,1,0,0,0,1,0,1,0,0,0
-1.658517746,0,1.358680598,-1.328069376,-0.7893531356,-1.907189261,,,-1.507990318,1,1,0,0,0,1,1,0,0,1,0,0
-1.658517746,0,-0.0649160051,-0.6604248507,-0.4050526801,-0.6748007082,1,0.4437805894,1.200774429,0,0,1,0,0,0,0,0,0,0,0,0
0.7045106649,1,1.501040258,-0.7999718213,-0.7893531356,-0.2834023475,-1,-1.124713769,-1.660596782,1,0,1,0,1,0,0,1,0,1,0,0
-1.330319356,0,-0.7055344765,-0.5799243412,-0.4050526801,-0.4891593344,1,-1.124713769,-0.4969724899,0,1,0,0,0,0,0,0,0,0,0,0
0.8357900211,0,-1.346152948,1.285498348,1.516449597,-0.0478273343,,,0.3900525856,1,1,0,0,1,0,0,0,0,0,1,0
0.9670693772,0,-1.061433627,-0.4088248878,-0.7893531356,0.9192907284,,,0.3137493533,0,0,1,0,0,0,1,0,1,0,0,0
-0.5426432187,0,0.07744365521,0.1305052957,-0.0207522246,0.2920785582,,,-0.7735717069,0,0,0,0,1,0,0,0,0,1,0,0
-0.6739225749,0,1.002781447,0.1977644212,1.132149142,-0.9159832331,,,-0.4015934495,1,0,0,1,0,1,1,0,0,0,0,1
-1.395959034,0,-0.6343546464,-0.7688292884,-0.4050526801,-0.9247910355,1,-1.124713769,-0.1631458486,0,0,1,0,0,1,1,0,1,0,0,0
1.032709055,1,-1.488512608,-0.5164094255,-0.4050526801,-0.342688259,1,2.012274948,-0.1822216566,0,0,0,0,0,0,0,1,0,0,0,0
1.098348733,0,0.2198033155,-0.3086331146,-0.4050526801,0.1364624944,-1,-1.124713769,-1.240929005,0,0,1,0,1,0,0,0,0,0,0,0
0.3763122745,0,-1.132613457,1.625579179,0.7478486864,1.282719308,,,1.076781676,0,1,0,0,0,1,0,0,0,0,1,0
-1.592878068,1,1.501040258,-1.079257072,-0.7893531356,-1.1421447,1,0.4437805894,-0.4015934495,0,0,0,0,1,0,1,0,0,0,0,1
-1.592878068,1,-0.0649160051,-0.2514177634,0.3635482309,-0.8664715138,1,0.4437805894,0.6857276108,0,0,0,0,0,0,1,0,1,0,0,0
0.9014296992,1,-0.1360958353,1.352607158,1.516449597,0.02095440708,-1,-1.124713769,-1.078784636,1,0,1,0,1,0,1,0,1,0,0,0
1.032709055,0,1.287500768,1.119714579,1.132149142,0.1470665212,-1,-1.124713769,1.305691373,1,0,0,1,1,0,0,0,1,0,0,0
0.6388709868,1,-0.9902537971,-0.6756203297,-0.4050526801,-0.7098428416,-1,-1.124713769,0.1802186968,0,0,1,0,0,0,0,0,0,0,0,0
0.8357900211,1,-1.488512608,-0.5199076653,-0.4050526801,-0.3507555127,1,0.4437805894,0.5521969542,0,0,0,1,0,1,0,1,0,0,0,0
-0.9364812873,0,0.2198033155,0.7278980603,1.132149142,-0.3047154436,,,-0.9643297877,1,0,0,0,0,0,1,0,1,0,0,0
1.360907446,0,0.6468822965,-0.6115041541,-0.7893531356,0.2960953783,-1,0.4437805894,-0.8880265554,1,0,0,1,1,0,0,0,0,0,0,1
-0.4770035407,1,-0.2072756654,-0.4551355696,-0.7893531356,0.7768952968,-1,-1.124713769,0.7334171309,1,1,0,0,0,0,1,0,0,0,0,0
0.1137535621,0,0.433342806,-1.576348744,-1.557954047,-1.73933156,,,0.2565219291,1,0,0,1,0,0,0,0,0,0,1,0
-1.658517746,1,1.002781447,1.25360424,1.132149142,0.3014472868,,,-1.431687086,0,0,0,1,1,0,0,1,0,0,0,0
-0.739562253,0,-0.491994986,-1.410237015,-1.557954047,-0.2070575558,,,0.5617348583,0,0,0,0,0,0,0,0,1,0,0,0
0.6388709868,0,-0.0649160051,0.2125362852,0.3635482309,-0.1531918304,1,2.012274948,-1.698748399,1,0,0,1,0,1,0,0,1,0,0,0
-0.8708416092,0,1.358680598,0.3847016085,-0.0207522246,0.7610381012,,,-1.403073373,1,0,0,0,0,1,1,0,0,0,1,0
1.098348733,0,0.7892419568,0.5817099002,1.516449597,-0.7691602658,,,-0.3157523132,1,1,0,0,0,0,0,0,0,0,0,1
-0.3457241845,0,-1.773231929,0.5606384716,0.7478486864,-0.1206226945,,,-0.9929434998,1,1,0,0,1,0,0,1,1,0,0,0
-0.9364812873,0,1.216320938,0.2014949659,-0.0207522246,0.4230453803,1,0.4437805894,-1.326770141,0,0,1,0,0,0,0,1,1,0,0,0
-1.395959034,0,-0.919073967,-1.116494195,-1.173653591,-0.3168478369,,,1.410608318,1,0,1,0,0,0,1,0,1,0,0,0
-1.264679678,0,-0.9902537971,0.9396098909,0.7478486864,0.3787727241,,,-0.5923515302,1,0,1,0,0,1,0,0,0,1,0,0
-1.395959034,0,1.501040258,-0.04704403727,0.3635482309,-0.5522687881,-1,-1.124713769,0.3519009695,1,1,0,0,0,1,1,0,0,0,0,0
1.426547124,0,1.216320938,0.7383927796,1.516449597,-0.6085714963,1,0.4437805894,1.458297838,0,0,0,1,1,0,0,0,0,0,0,0
-1.461598712,0,0.7892419568,1.367720647,1.132149142,0.4330286068,1,0.4437805894,0.04668804026,0,0,0,0,1,0,0,0,0,0,0,1
-0.8708416092,0,1.145141108,-0.5688966869,-0.0207522246,-0.9982282546,1,-1.124713769,-0.9738676917,0,1,0,0,1,0,0,0,0,0,0,0
0.7045106649,0,1.073961277,-0.2060363015,-0.7893531356,1.542822214,,,0.08483965641,1,0,0,1,0,0,0,1,0,0,1,0
0.9670693772,0,-0.9902537971,-0.8022948711,-0.7893531356,-0.2905452284,-1,-1.124713769,0.1516049847,0,0,1,0,0,0,1,0,1,0,0,0
-0.739562253,0,0.7180621266,-1.506629918,-1.557954047,-1.096220177,1,2.012274948,1.229388141,0,0,0,0,0,0,0,0,0,1,0,0
-0.6739225749,0,0.8604217869,-0.9712215897,-1.173653591,0.3531754001,1,-1.124713769,-1.593831454,1,0,1,0,0,0,0,1,0,0,1,0
-0.3457241845,0,-1.203793288,-0.5064613062,-0.0207522246,-0.8830429975,-1,-1.124713769,0.4186662977,0,0,0,0,1,0,0,0,0,1,0,0
0.6388709868,0,-0.8478941368,-0.5119409708,-0.0207522246,-0.8931522748,,,1.39153251,1,0,0,1,1,0,1,0,0,0,0,1
-0.1488051502,1,1.358680598,-0.212937126,-0.4050526801,0.3571460015,1,-1.124713769,0.3232872573,0,1,0,0,1,0,1,0,1,0,0,0
-0.6739225749,0,0.6468822965,-1.054988034,-1.557954047,3.069886117,1,0.4437805894,1.639518014,0,0,1,0,0,0,1,0,0,0,0,1
-0.8052019311,0,0.433342806,1.046155889,0.3635482309,1.128409071,1,0.4437805894,1.649055919,1,1,0,0,0,0,1,0,0,1,0,0
-0.2800845064,0,1.429860428,1.412063569,1.516449597,0.08189298512,1,-1.124713769,0.6666518027,1,0,0,1,1,0,0,0,0,0,1,0
1.492186802,1,-1.630872269,1.91645235,1.516449597,0.5988554889,1,0.4437805894,1.000478444,0,0,0,1,0,1,1,0,0,1,0,0
1.55782648,0,0.2909831457,0.8188249641,1.132149142,-0.199872658,1,2.012274948,-1.63198307,0,0,0,1,1,0,0,1,0,0,1,0
-1.330319356,0,1.643399919,-0.5319875244,-0.7893531356,0.5405919898,1,0.4437805894,-0.1345321364,1,1,0,0,0,0,0,0,1,0,0,0
1.032709055,1,-1.346152948,0.3803971338,0.3635482309,0.1048762548,,,1.525063166,0,1,0,0,0,0,1,0,1,0,0,0
0.6388709868,1,-1.773231929,-1.052309694,-1.173653591,-0.02081744054,1,2.012274948,0.99094054,1,0,0,0,1,0,0,0,0,0,0,0
-1.658517746,0,-0.4208151559,0.01409316859,0.3635482309,-0.4582768788,1,2.012274948,0.6571138986,1,1,0,0,0,1,0,0,0,0,0,0
0.3763122745,1,-0.0649160051,-0.7398048304,-0.7893531356,-0.09840173221,1,-1.124713769,-0.9166402675,1,1,0,0,0,1,0,1,0,0,0,0
-1.330319356,1,0.5045226362,-0.8898738502,-1.173653591,0.7283657236,-1,0.4437805894,0.1802186968,0,0,0,1,0,0,0,1,0,0,0,0
0.3106725964,0,0.6468822965,-0.7026770279,-0.7893531356,0.01575831137,-1,-1.124713769,-0.9738676917,0,0,0,0,0,0,0,1,0,0,0,0
-1.658517746,0,1.287500768,0.7783902318,0.7478486864,0.1663230379,-1,0.4437805894,0.8097203632,0,1,0,0,0,0,1,0,0,0,0,0
1.55782648,0,-0.1360958353,1.187342659,1.132149142,0.2250447218,,,-0.2585248889,0,1,0,0,1,0,0,1,0,0,0,0
1.623466158,0,-0.8478941368,-0.8346125939,-0.0207522246,-1.488439969,,,-0.7354200908,0,0,0,1,0,0,0,0,1,0,0,0
0.7045106649,0,0.9316016171,0.3278142174,0.7478486864,-0.4274304376,-1,-1.124713769,-0.4302071616,1,1,0,0,0,0,0,0,0,0,0,0
0.5732313087,0,1.287500768,-1.114936385,-1.173653591,-0.3096629391,,,-1.641520974,0,0,0,1,0,0,1,0,1,0,0,0
1.492186802,0,0.5757024663,0.4933110211,0.3635482309,0.2784692692,-1,0.4437805894,-0.8307991312,1,0,0,0,0,1,1,0,1,0,0,0
0.2450329183,1,-0.5631748162,1.022064495,1.132149142,0.03447160891,1,-1.124713769,0.9432510198,1,0,0,1,0,1,0,0,0,0,0,1
-1.461598712,0,-1.702052099,-0.1306328366,0.3635482309,-0.6807776189,1,0.4437805894,1.267539757,0,0,0,1,0,0,1,0,0,0,0,0
0.5732313087,0,0.8604217869,-0.2615161978,-0.0207522246,-0.4311507381,1,0.4437805894,-0.6209652423,1,0,0,0,0,1,0,0,0,0,1,0
1.098348733,1,-0.6343546464,2.133288555,1.516449597,0.8210971245,-1,-1.124713769,0.2088324089,0,0,1,0,0,1,0,0,0,0,0,1
-0.8052019311,1,-0.2072756654,-0.4452147803,-0.7893531356,0.8073995999,1,-1.124713769,1.076781676,1,0,0,1,0,1,0,0,0,0,0,1
1.492186802,0,0.5045226362,1.393137545,0.7478486864,0.9764157684,1,-1.124713769,1.305691373,1,1,0,0,0,1,0,1,0,0,0,0
0.9014296992,0,0.1486234854,-0.7098921474,-1.173653591,1.558473527,,,0.1420670806,1,0,0,1,1,0,1,0,0,1,0,0
-0.2800845064,0,-0.7767143067,1.446622352,1.516449597,0.117313271,,,0.5045074341,0,0,0,0,0,1,0,1,1,0,0,0
-1.067760643,0,-1.061433627,0.9726518587,1.132149142,-0.02250337052,-1,-1.124713769,1.610904302,0,1,0,0,0,1,0,1,0,0,1,0
-1.658517746,1,-0.2072756654,-0.8666160218,-1.173653591,0.835634988,1,0.4437805894,-0.01053938396,0,0,0,0,0,1,0,1,0,0,0,0
-1.002120965,0,-0.919073967,-1.394973211,-1.173653591,-1.601242865,-1,-1.124713769,1.019554252,0,0,0,1,0,1,0,1,0,0,0,0
1.623466158,0,1.501040258,-0.9731620196,-1.173653591,0.3442257905,-1,0.4437805894,1.248463949,1,0,0,0,1,0,0,0,0,1,0,0
1.163988412,0,-1.061433627,1.998251034,1.132149142,1.160058336,-1,-1.124713769,-0.7640338029,0,0,0,0,1,0,0,1,0,1,0,0
-0.1488051502,0,0.7180621266,0.8411535726,1.516449597,-0.5032490172,,,0.1992945049,0,0,1,0,0,0,0,1,0,1,0,0
-1.52723839,0,0.8604217869,-0.5030313914,-0.4050526801,-0.3118373161,-1,-1.124713769,0.8001824592,1,0,0,1,0,1,0,0,0,1,0,0
0.5732313087,0,0.07744365521,0.4177299113,0.3635482309,0.1622714037,-1,0.4437805894,1.734897055,1,0,0,1,0,1,0,0,1,0,0,0
0.6388709868,0,-0.5631748162,-1.124132929,-1.173653591,-0.3520790466,,,0.1611428887,0,0,0,1,0,0,0,0,0,0,0,0
0.3106725964,0,1.002781447,-1.154045612,-1.173653591,-0.4900416903,,,-1.183701581,1,0,0,1,1,0,0,0,0,0,0,0
-1.461598712,1,0.8604217869,-1.138180548,-1.557954047,2.302488606,,,0.1611428887,0,1,0,0,0,0,1,0,0,1,0,0
-0.4770035407,0,0.5757024663,2.104769702,1.132149142,1.282879123,-1,0.4437805894,1.029092156,1,0,0,0,1,0,1,0,1,0,0,0
1.360907446,0,-0.2784554956,1.067377632,0.7478486864,0.547140631,1,0.4437805894,0.3137493533,0,0,0,1,0,0,0,1,0,1,0,0
0.6388709868,0,-0.5631748162,-0.3281740632,-0.7893531356,1.167274747,-1,-1.124713769,-1.021557212,1,1,0,0,0,0,0,0,1,0,0,0
-0.3457241845,0,1.073961277,1.666259882,0.7478486864,1.336326929,1,-1.124713769,0.07530175237,0,0,0,1,0,1,1,0,1,0,0,0
-0.5426432187,0,-0.5631748162,0.1743699427,-0.0207522246,0.3730031971,-1,0.4437805894,0.6666518027,1,0,0,0,0,0,0,0,0,0,0,0
1.623466158,0,-0.919073967,-1.25870584,-1.173653591,-0.9727533799,-1,-1.124713769,-1.641520974,0,0,0,1,1,0,0,1,0,0,0,0
0.1137535621,1,0.9316016171,-1.154059277,-1.557954047,2.156017531,-1,-1.124713769,1.315229277,0,1,0,0,1,0,1,0,0,1,0,0
-0.739562253,0,-0.7055344765,0.6891441229,-0.0207522246,1.322695432,1,2.012274948,-0.9261781715,0,1,0,0,0,0,1,0,0,0,0,0
1.032709055,0,-1.274973118,0.1494176544,-0.0207522246,0.3269694305,,,-1.517528222,0,0,0,0,1,0,0,0,1,0,0,0
-1.592878068,0,0.5757024663,1.360970137,1.132149142,0.4252449675,1,0.4437805894,-0.5541999141,0,0,0,1,0,0,0,0,1,0,0,0
0.7045106649,0,0.2198033155,-1.709965105,-1.557954047,-2.971856668,1,0.4437805894,1.134009101,0,1,0,0,0,1,0,1,0,0,0,1
-1.002120965,0,-1.417332778,-1.119910445,-1.557954047,2.471018579,-1,-1.124713769,1.324767181,1,0,1,0,0,1,1,0,0,0,0,0
-0.2144448283,0,0.8604217869,-0.09719458388,1.132149142,-1.256084154,,,0.06576384834,0,0,0,1,0,1,0,0,0,0,0,0
1.163988412,0,0.7180621266,-1.271099994,-1.557954047,1.076392091,1,0.4437805894,0.3232872573,1,0,1,0,0,1,0,0,0,0,1,0
0.9670693772,0,1.572220089,0.2520008025,0.7478486864,-0.5273347315,,,-0.8212612271,0,1,0,0,0,0,0,0,0,0,1,0
-0.9364812873,0,1.145141108,0.643311716,-0.0207522246,1.238140528,-1,0.4437805894,1.53460107,1,1,0,0,1,0,1,0,0,0,0,1
-1.52723839,0,0.006263825054,0.6684416493,0.7478486864,0.02143660156,,,0.742955035,0,0,0,0,0,0,0,0,0,0,0,0
1.689105836,0,-0.5631748162,0.8454443823,1.132149142,-0.1691792786,1,-1.124713769,0.8478719794,1,0,0,0,1,0,0,1,1,0,0,0
-0.6082828968,0,-1.061433627,-0.7672441485,0.7478486864,-1.870460447,,,0.0562259443,0,0,0,1,0,0,0,0,0,0,0,0
0.4419519526,0,0.07744365521,1.569142733,0.7478486864,1.208349313,,,0.2183703129,1,1,0,0,1,0,0,0,0,0,0,1
-1.658517746,0,0.2909831457,0.2827333854,0.7478486864,-0.4868363975,,,-0.8498749392,0,1,0,0,1,0,1,0,0,0,0,0
0.8357900211,0,-0.5631748162,-1.692596891,-1.557954047,-2.811646051,1,2.012274948,0.5331211462,1,1,0,0,0,0,0,1,0,1,0,0
-0.4113638626,1,1.216320938,1.077817692,1.132149142,0.09875753701,1,0.4437805894,0.6189622825,1,1,0,0,0,1,1,0,0,0,0,0
1.360907446,0,-1.559692438,0.983132913,0.3635482309,1.031517992,-1,0.4437805894,-0.1726837526,1,0,1,0,0,0,0,0,0,1,0,0
1.098348733,0,-1.417332778,-1.145819283,-0.7893531356,-1.346809246,1,0.4437805894,0.237446121,0,1,0,0,0,1,0,0,0,0,0,0
1.689105836,0,-0.2784554956,-0.272625842,-0.7893531356,1.338073634,1,0.4437805894,1.658593823,1,0,0,0,0,0,0,0,0,0,0,0
0.9670693772,1,-1.702052099,-0.4221072669,-0.0207522246,-0.7274206311,-1,-1.124713769,-1.355383853,0,0,0,1,1,0,0,1,0,0,0,0
-0.8052019311,0,1.501040258,-1.47998317,-1.557954047,-0.8504210403,,,1.210312333,0,0,0,1,0,1,0,0,1,0,0,0
0.3106725964,0,1.572220089,-0.03127462834,-0.0207522246,-0.006384619425,-1,-1.124713769,-0.268062793,0,0,0,1,1,0,1,0,0,0,1,0
-0.08316547214,0,1.002781447,1.492167794,1.132149142,0.5765217312,-1,-1.124713769,1.191236525,0,0,1,0,1,0,0,1,0,0,0,0
-1.52723839,1,0.433342806,-0.1878345227,-0.4050526801,0.4150348495,1,0.4437805894,-0.5160482979,1,1,0,0,1,0,0,1,0,1,0,0
-1.461598712,0,0.9316016171,1.230346411,1.516449597,-0.104354133,-1,0.4437805894,0.1706807927,0,0,0,1,0,0,0,0,0,0,1,0
0.3106725964,1,-0.3496353257,0.2513585475,0.7478486864,-0.5281810729,-1,0.4437805894,-0.9357160756,1,0,0,0,1,0,0,1,0,0,0,0
0.5732313087,0,-1.274973118,1.733163717,0.7478486864,1.424490488,-1,-1.124713769,0.5998864744,0,0,1,0,0,0,0,0,0,0,0,0
1.163988412,0,-0.0649160051,0.967992094,0.3635482309,1.008240604,1,0.4437805894,-1.517528222,1,1,0,0,0,1,0,1,0,0,1,0
-0.8052019311,0,1.073961277,-0.8995623346,-0.7893531356,-0.5896218535,-1,-1.124713769,-1.031095116,0,1,0,0,1,0,0,0,0,0,0,0
1.492186802,1,0.7180621266,0.7339106599,0.7478486864,0.1077093975,-1,0.4437805894,1.134009101,0,1,0,0,0,1,0,0,0,0,0,0
0.9670693772,0,-1.559692438,-0.06215752625,0.7478486864,-0.9413217027,1,0.4437805894,-1.374459661,1,1,0,0,0,1,0,1,0,0,0,0
-1.133400322,1,-0.7767143067,-0.4476744801,0.3635482309,-1.168195206,,,-0.7544958989,0,0,1,0,0,0,0,1,1,0,0,0
-0.4113638626,0,0.1486234854,-1.140476268,-1.557954047,2.281312065,-1,0.4437805894,1.172160717,0,0,0,0,0,1,0,1,0,1,0,0
0.3763122745,0,-0.4208151559,-0.7143469371,-0.7893531356,-0.02012416092,,,0.5808106664,0,1,0,0,0,0,0,1,0,0,0,1
